,Year,Selling_Price,Kms_Driven,Fuel_Type,Transmission,Owner,Brand
7894,2012,245000.0,100000,Diesel,Manual,First Owner,Renault
7895,2019,625000.0,4337,Petrol,Automatic,First Owner,Hyundai
7896,2018,560000.0,14495,Petrol,Manual,First Owner,Volkswagen
7898,2010,425000.0,83585,Diesel,Manual,First Owner,Toyota
7899,2014,550000.0,31000,Petrol,Automatic,Second Owner,Volkswagen
7901,2017,750000.0,48406,Diesel,Manual,First Owner,Renault
7902,2016,570000.0,56239,Diesel,Manual,First Owner,Hyundai
7903,2015,585000.0,33243,Petrol,Manual,First Owner,Maruti
7904,2016,600000.0,26000,Petrol,Automatic,First Owner,Honda
7905,2012,415000.0,90000,Diesel,Manual,First Owner,Toyota
7906,2016,530000.0,120000,Petrol,Manual,Second Owner,Hyundai
7907,2016,540000.0,38000,Petrol,Manual,First Owner,Hyundai
7908,2013,180000.0,60000,Petrol,Manual,First Owner,Hyundai
7909,2014,450000.0,30000,Petrol,Manual,First Owner,Maruti
7910,2015,200000.0,50000,Petrol,Manual,First Owner,Chevrolet
7911,2017,425000.0,42000,Petrol,Manual,First Owner,Tata
7912,2016,400000.0,30000,Petrol,Manual,First Owner,Chevrolet
7913,2005,150000.0,15858,Petrol,Manual,First Owner,Ford
7914,2017,310000.0,15000,Petrol,Manual,First Owner,Maruti
7915,2014,500000.0,50000,Diesel,Manual,First Owner,Chevrolet
7916,2013,200000.0,60000,Diesel,Manual,Second Owner,Chevrolet
7917,2018,900000.0,35000,Diesel,Manual,First Owner,Renault
7918,2000,75000.0,90000,Diesel,Manual,Second Owner,Others
7919,2015,400000.0,50000,Petrol,Manual,First Owner,Maruti
7920,2015,650000.0,110000,Diesel,Manual,First Owner,Honda
7921,2015,480000.0,87847,Diesel,Manual,First Owner,Maruti
7922,2009,140000.0,35000,Petrol,Manual,First Owner,Maruti
7923,2018,550000.0,5000,Petrol,Manual,First Owner,Maruti
7924,2017,380000.0,29000,Petrol,Automatic,First Owner,Maruti
7925,2016,440000.0,20000,Diesel,Manual,First Owner,Tata
7926,2018,630000.0,15000,Petrol,Manual,First Owner,Maruti
7927,2017,250000.0,40000,Petrol,Manual,First Owner,Renault
7928,2009,120000.0,17000,Petrol,Manual,First Owner,Maruti
7929,2012,287000.0,120000,Diesel,Manual,First Owner,Tata
7930,2016,550000.0,45000,Petrol,Manual,First Owner,Maruti
7931,2016,950000.0,60000,Diesel,Manual,Others,Mahindra
7933,2015,501000.0,80000,Diesel,Manual,Second Owner,Ford
7934,2014,550000.0,70000,Diesel,Manual,First Owner,Mahindra
7935,2016,300000.0,25000,Petrol,Manual,First Owner,Maruti
7936,2015,300000.0,50000,Petrol,Manual,Others,Maruti
7937,2012,280000.0,100000,Diesel,Manual,Second Owner,Toyota
7938,2015,416000.0,40000,Petrol,Automatic,First Owner,Ford
7939,2018,260000.0,30000,Petrol,Manual,First Owner,Maruti
7940,2016,550000.0,15000,Petrol,Manual,First Owner,Chevrolet
7941,2012,700000.0,100000,Diesel,Manual,Second Owner,Mahindra
7942,2011,181000.0,70000,Petrol,Manual,First Owner,Tata
7943,2009,365000.0,110000,Diesel,Automatic,Second Owner,Mahindra
7944,2006,150000.0,9558,Petrol,Manual,First Owner,Hyundai
7945,2017,400000.0,10000,Petrol,Automatic,First Owner,Maruti
7946,2010,210000.0,110000,Petrol,Manual,First Owner,Hyundai
7947,2013,500000.0,87000,Diesel,Manual,Second Owner,Hyundai
7951,2015,503000.0,110000,Diesel,Manual,First Owner,Tata
7954,2013,225000.0,58343,Petrol,Manual,First Owner,Maruti
7955,2018,740000.0,38817,Diesel,Manual,First Owner,Maruti
7956,2016,550000.0,56494,Petrol,Manual,First Owner,Honda
7957,2013,750000.0,79328,Diesel,Manual,Second Owner,Toyota
7958,2019,650000.0,5621,Petrol,Automatic,First Owner,Maruti
7959,2017,625000.0,25538,Petrol,Manual,First Owner,Toyota
7960,2018,600000.0,69779,Petrol,Automatic,First Owner,Maruti
7961,2017,450000.0,56290,Diesel,Manual,First Owner,Hyundai
7964,2019,779000.0,7032,Petrol,Automatic,First Owner,Honda
7965,2016,645000.0,11000,Petrol,Automatic,First Owner,Skoda
7967,2017,735000.0,70000,Diesel,Manual,First Owner,Maruti
7968,2017,550000.0,120000,Petrol,Manual,First Owner,Tata
7969,2013,509999.0,148000,Diesel,Manual,First Owner,Maruti
7970,2013,459999.0,60000,Diesel,Manual,Second Owner,Hyundai
7971,2015,310000.0,18000,Petrol,Manual,First Owner,Maruti
7972,2018,775000.0,80000,Diesel,Manual,First Owner,Tata
7973,2004,105000.0,96000,Petrol,Manual,Others,Maruti
7974,2015,430000.0,97000,Diesel,Manual,Second Owner,Honda
7976,2012,400000.0,60000,Diesel,Manual,Others,Volkswagen
7977,2014,600000.0,90000,Diesel,Manual,First Owner,Maruti
7978,2019,580000.0,35000,Petrol,Manual,First Owner,Honda
7979,2012,140000.0,120000,Diesel,Manual,Second Owner,Mahindra
7980,2008,210000.0,100000,Diesel,Manual,First Owner,Tata
7981,2017,550000.0,20000,Petrol,Manual,First Owner,Hyundai
7982,2013,120000.0,110000,Petrol,Manual,Second Owner,Chevrolet
7983,2013,400000.0,35000,Diesel,Manual,First Owner,Toyota
7984,2018,1035000.0,15000,Diesel,Manual,First Owner,Honda
7985,2015,625000.0,90000,Diesel,Manual,First Owner,Maruti
7986,2008,200000.0,40000,Petrol,Manual,First Owner,Hyundai
7987,2013,316000.0,140000,Diesel,Manual,First Owner,Tata
7988,2017,813000.0,110000,Diesel,Manual,First Owner,Maruti
7990,2013,900000.0,73000,Diesel,Manual,First Owner,Toyota
7991,2015,650000.0,100000,Diesel,Manual,First Owner,Maruti
7992,2015,459999.0,32000,Diesel,Manual,Second Owner,Ford
7993,2012,290000.0,112072,Diesel,Manual,First Owner,Nissan
7994,2014,400000.0,30000,Diesel,Manual,First Owner,Ford
7995,2016,565000.0,70000,Diesel,Manual,Second Owner,Maruti
7997,2009,150000.0,80000,Petrol,Manual,Second Owner,Chevrolet
7998,2007,480000.0,110000,Diesel,Automatic,Others,BMW
7999,2007,70000.0,80000,Petrol,Manual,Second Owner,Maruti
8000,2007,70000.0,80000,Petrol,Manual,Second Owner,Maruti
8001,2011,1190000.0,80000,Petrol,Automatic,Second Owner,Mercedes-Benz
8002,2006,140000.0,100000,Petrol,Manual,Second Owner,Hyundai
8003,2018,900000.0,19000,Diesel,Manual,First Owner,Ford
8004,2015,600000.0,40000,Diesel,Manual,First Owner,Hyundai
8005,2015,1100000.0,52269,Diesel,Manual,First Owner,Mahindra
8006,2010,120000.0,170000,others,Manual,Second Owner,Maruti
8007,2009,120000.0,140000,Petrol,Manual,First Owner,Maruti
8008,2010,120000.0,170000,Petrol,Manual,Second Owner,Maruti
8009,2009,229999.0,60000,Petrol,Manual,Others,Hyundai
8010,2017,570000.0,15780,Petrol,Manual,First Owner,Honda
8011,2014,575000.0,106000,Diesel,Manual,First Owner,Hyundai
8012,2012,280000.0,80000,Diesel,Manual,Others,Volkswagen
8013,2015,580000.0,74000,Diesel,Manual,Second Owner,Hyundai
8014,2018,875000.0,35000,Diesel,Manual,Second Owner,Maruti
8015,2013,500000.0,70000,Diesel,Manual,Others,Hyundai
8016,2015,700000.0,60000,Diesel,Manual,First Owner,Maruti
8017,2016,388000.0,50000,Petrol,Manual,Second Owner,Ford
8018,2011,225000.0,80000,Petrol,Manual,Second Owner,Hyundai
8019,2011,90000.0,90000,Petrol,Manual,Second Owner,Tata
8020,2014,600000.0,114000,Diesel,Manual,First Owner,Renault
8021,2009,235000.0,100000,Petrol,Manual,First Owner,Hyundai
8022,2011,350000.0,100000,Diesel,Manual,Second Owner,Hyundai
8023,2011,235000.0,80000,Petrol,Manual,Second Owner,Hyundai
8024,2010,190000.0,35000,Petrol,Manual,First Owner,Maruti
8025,2011,325000.0,79000,Diesel,Manual,First Owner,Tata
8027,2011,300000.0,120000,Diesel,Manual,Others,Volkswagen
8028,2017,550000.0,10000,Petrol,Manual,First Owner,Tata
8029,2013,720000.0,150000,Diesel,Manual,Second Owner,Mahindra
8030,2011,110000.0,110000,Petrol,Manual,First Owner,Nissan
8031,2018,310000.0,10000,Petrol,Manual,First Owner,Maruti
8032,2010,150000.0,70000,others,Manual,Second Owner,Maruti
8033,2012,260000.0,46000,Diesel,Manual,First Owner,Tata
8034,2002,55000.0,120000,Petrol,Manual,Others,Hyundai
8035,2013,450000.0,108800,Diesel,Manual,Others,Maruti
8036,2009,199000.0,70000,Petrol,Manual,Second Owner,Hyundai
8037,2018,1000000.0,35000,Diesel,Manual,First Owner,Mahindra
8038,2011,240000.0,72000,Diesel,Manual,First Owner,Ford
8039,2018,350000.0,40000,Petrol,Manual,First Owner,Renault
8040,2014,530000.0,120000,Diesel,Manual,Others,Mahindra
8041,2011,150000.0,35000,Petrol,Manual,First Owner,Chevrolet
8042,2019,625000.0,12500,Petrol,Manual,First Owner,Hyundai
8043,2014,378000.0,80000,Petrol,Manual,First Owner,Hyundai
8045,2018,700000.0,100000,Diesel,Manual,Second Owner,Maruti
8046,2011,156000.0,110000,Petrol,Manual,Second Owner,Hyundai
8047,2016,700000.0,103000,Diesel,Manual,First Owner,Mahindra
8049,2006,120000.0,100000,Petrol,Manual,Second Owner,Maruti
8050,2015,415000.0,45000,Petrol,Automatic,First Owner,Honda
8051,2015,450000.0,45000,Petrol,Automatic,First Owner,Honda
8052,2014,325000.0,40000,Petrol,Manual,Others,Honda
8054,2017,265000.0,100000,Petrol,Manual,First Owner,Hyundai
8055,2008,100000.0,120000,Petrol,Manual,Second Owner,Maruti
8059,2015,503000.0,110000,Diesel,Manual,First Owner,Tata
8062,2013,225000.0,58343,Petrol,Manual,First Owner,Maruti
8063,2018,740000.0,38817,Diesel,Manual,First Owner,Maruti
8064,2016,550000.0,56494,Petrol,Manual,First Owner,Honda
8065,2013,750000.0,79328,Diesel,Manual,Second Owner,Toyota
8066,2019,650000.0,5621,Petrol,Automatic,First Owner,Maruti
8067,2017,625000.0,25538,Petrol,Manual,First Owner,Toyota
8068,2018,600000.0,69779,Petrol,Automatic,First Owner,Maruti
8069,2017,450000.0,56290,Diesel,Manual,First Owner,Hyundai
8072,2019,779000.0,7032,Petrol,Automatic,First Owner,Honda
8073,2016,645000.0,11000,Petrol,Automatic,First Owner,Skoda
8075,2015,400000.0,100000,Diesel,Manual,First Owner,Tata
8076,2013,345000.0,40000,Diesel,Manual,First Owner,Hyundai
8077,2018,850000.0,15000,Diesel,Manual,Second Owner,Mahindra
8078,2018,620000.0,15000,Petrol,Automatic,First Owner,Maruti
8079,2018,700000.0,10000,Petrol,Manual,Second Owner,Maruti
8080,2012,200000.0,90000,Diesel,Manual,First Owner,Tata
8081,2017,660000.0,80000,Diesel,Manual,First Owner,Mahindra
8083,2009,90000.0,60000,Diesel,Manual,Second Owner,Tata
8084,2015,1050000.0,28000,Diesel,Manual,Second Owner,Mahindra
8085,2010,160000.0,90000,Petrol,Manual,Second Owner,Ford
8086,2006,150000.0,80000,Petrol,Manual,Others,Honda
8087,2010,200000.0,35000,Petrol,Manual,First Owner,Maruti
8089,2009,140000.0,110000,Petrol,Manual,Second Owner,Others
8090,2016,360000.0,100000,Diesel,Manual,First Owner,Others
8091,2008,200000.0,110000,Petrol,Manual,Second Owner,Honda
8092,2010,250000.0,100000,Diesel,Manual,Second Owner,Skoda
8093,2008,229999.0,110000,Diesel,Manual,Second Owner,Skoda
8094,2011,320000.0,130000,Diesel,Manual,Second Owner,Ford
8095,2003,85000.0,68300,Petrol,Manual,Others,Hyundai
8096,2018,1200000.0,27000,Petrol,Manual,First Owner,Hyundai
8097,2018,740000.0,9000,Petrol,Automatic,First Owner,Maruti
8098,2013,345000.0,40000,Diesel,Manual,First Owner,Hyundai
8099,2019,570000.0,19000,Petrol,Automatic,Second Owner,Maruti
8100,2019,490000.0,10000,Petrol,Manual,First Owner,Maruti
8101,2013,250000.0,100000,Diesel,Manual,First Owner,Tata
8102,2017,430000.0,20000,Petrol,Automatic,First Owner,Maruti
8103,2014,225000.0,35000,Petrol,Manual,First Owner,Hyundai
8104,2018,850000.0,15000,Diesel,Manual,Second Owner,Mahindra
8105,2018,620000.0,15000,Petrol,Automatic,First Owner,Maruti
8106,2014,440000.0,70000,Diesel,Manual,Second Owner,Hyundai
8107,2016,800000.0,70000,Diesel,Manual,First Owner,Maruti
8108,2018,700000.0,10000,Petrol,Manual,Second Owner,Maruti
8109,2016,600000.0,47000,Diesel,Manual,First Owner,Maruti
8110,2012,200000.0,90000,Diesel,Manual,First Owner,Tata
8111,2017,660000.0,80000,Diesel,Manual,First Owner,Mahindra
8113,2015,450000.0,53000,Diesel,Manual,First Owner,Hyundai
8114,2013,420000.0,105000,Diesel,Manual,Second Owner,Maruti
8115,2011,500000.0,121941,Diesel,Manual,First Owner,Toyota
8116,2016,350000.0,15000,Petrol,Manual,First Owner,Tata
8117,2014,280000.0,100000,Diesel,Manual,First Owner,Mahindra
8118,2013,425000.0,152186,Diesel,Manual,Second Owner,Renault
8119,2013,295000.0,82246,Petrol,Manual,First Owner,Hyundai
8120,2016,540000.0,20000,Petrol,Manual,First Owner,Maruti
8121,2017,754000.0,40000,Diesel,Manual,First Owner,Maruti
8122,2011,650000.0,89580,Diesel,Manual,Second Owner,Toyota
8125,2019,675000.0,2789,Petrol,Manual,First Owner,Ford
8126,2018,700000.0,35278,Diesel,Manual,First Owner,Ford
8127,2018,795000.0,2860,Diesel,Manual,First Owner,Ford
8129,2018,450000.0,20000,Petrol,Manual,First Owner,Mahindra
8130,2008,155000.0,60000,Petrol,Manual,Others,Hyundai
8131,2011,350000.0,100000,Diesel,Manual,Second Owner,Toyota
8132,2011,250000.0,78562,Diesel,Manual,First Owner,Ford
8133,2011,450000.0,96000,Diesel,Manual,Others,Hyundai
8134,2011,450000.0,96000,Diesel,Manual,Others,Hyundai
8135,2003,55599.0,36088,Petrol,Manual,First Owner,Maruti
8136,2014,420000.0,50000,Diesel,Manual,First Owner,Hyundai
8137,2012,315000.0,100000,Diesel,Manual,First Owner,Toyota
8138,2018,750000.0,40000,Diesel,Manual,First Owner,Maruti
8139,2020,450000.0,10000,Petrol,Manual,First Owner,Datsun
8140,2008,175000.0,60000,Diesel,Manual,Second Owner,Maruti
8141,2019,650000.0,10000,Petrol,Manual,First Owner,Hyundai
8142,2018,1050000.0,10000,Diesel,Manual,First Owner,Maruti
8143,2011,375000.0,35000,Diesel,Manual,Second Owner,Hyundai
8144,2014,1100000.0,80000,Diesel,Manual,First Owner,Hyundai
8146,2017,620000.0,35000,Diesel,Manual,First Owner,Ford
8148,2003,135000.0,40000,Petrol,Manual,First Owner,Maruti
8149,2011,375000.0,35000,Diesel,Manual,Second Owner,Hyundai
8150,2019,320000.0,10000,Petrol,Manual,First Owner,Renault
8152,2016,320000.0,50000,Petrol,Manual,First Owner,Maruti
8153,2012,400000.0,129000,Diesel,Manual,First Owner,Maruti
8154,2015,900000.0,100000,Diesel,Automatic,Second Owner,Mahindra
8155,2018,310000.0,30000,Petrol,Manual,First Owner,Maruti
8156,2018,595000.0,28000,Petrol,Manual,Second Owner,Tata
8157,2017,800000.0,60000,Diesel,Manual,First Owner,Maruti
8158,2013,350000.0,70000,Petrol,Manual,First Owner,Mahindra
8159,2013,275000.0,110000,Diesel,Manual,First Owner,Tata
8160,2019,420000.0,10000,Petrol,Manual,First Owner,Maruti
8161,2008,250000.0,110000,Diesel,Manual,Second Owner,Hyundai
8162,2007,250000.0,100000,Diesel,Manual,Second Owner,Maruti
8163,2008,290000.0,120000,Diesel,Manual,Second Owner,Mahindra
8164,2016,525000.0,60000,Petrol,Automatic,First Owner,Hyundai
8165,2008,250000.0,110000,Diesel,Manual,Others,Mahindra
8166,2007,90000.0,64000,Petrol,Manual,First Owner,Hyundai
8167,2017,430000.0,10000,Petrol,Manual,First Owner,Maruti
8168,2017,630000.0,35000,Petrol,Manual,First Owner,Maruti
8169,2018,550000.0,23000,Petrol,Manual,First Owner,Tata
8170,2019,630000.0,15000,Diesel,Manual,Second Owner,Maruti
8171,2018,850000.0,20000,Diesel,Manual,First Owner,Mahindra
8172,2011,455000.0,90000,Diesel,Manual,First Owner,Mahindra
8173,2011,445000.0,90000,Diesel,Manual,First Owner,Mahindra
8174,2013,370000.0,80000,Diesel,Manual,First Owner,Hyundai
8175,2016,500000.0,50000,Petrol,Manual,First Owner,Hyundai
8176,2005,95000.0,50000,Diesel,Manual,Second Owner,Tata
8178,2019,550000.0,40000,Petrol,Manual,First Owner,Maruti
8179,2017,300000.0,30000,Petrol,Manual,First Owner,Renault
8180,2011,150000.0,120000,Diesel,Manual,First Owner,Tata
8182,2017,880000.0,46000,Diesel,Manual,First Owner,Mahindra
8183,2011,900000.0,120000,Diesel,Manual,First Owner,Toyota
8184,2015,720000.0,80000,Diesel,Manual,First Owner,Mahindra
8185,2016,550000.0,90000,Diesel,Manual,Second Owner,Hyundai
8186,2015,720000.0,90000,Diesel,Manual,First Owner,Mahindra
8187,2006,70000.0,80000,Petrol,Manual,Second Owner,Hyundai
8188,2016,535000.0,70000,Diesel,Manual,First Owner,Maruti
8189,2015,320000.0,91000,Diesel,Manual,Others,Hyundai
8190,2015,500000.0,90000,Diesel,Manual,First Owner,Hyundai
8191,2014,525000.0,110000,Diesel,Manual,Second Owner,Maruti
8192,2019,220000.0,90000,Petrol,Manual,First Owner,Renault
8193,2018,350000.0,50000,Petrol,Manual,First Owner,Tata
8194,2016,530000.0,60000,Diesel,Manual,First Owner,Mahindra
8195,2013,215000.0,35000,Petrol,Manual,First Owner,Maruti
8196,2012,335000.0,100000,Diesel,Manual,First Owner,Volkswagen
8197,2015,320000.0,90000,Diesel,Manual,Second Owner,Hyundai
8198,2011,135000.0,120000,Diesel,Manual,Second Owner,Ford
8199,2009,175000.0,95000,Petrol,Manual,Second Owner,Maruti
8200,2017,800000.0,35000,Diesel,Manual,First Owner,Mahindra
8201,2007,78000.0,38000,Petrol,Manual,Second Owner,Tata
8202,2014,565000.0,56000,Petrol,Manual,Second Owner,Honda
8203,2017,575000.0,50000,Diesel,Manual,First Owner,Hyundai
8204,2014,170000.0,70000,Petrol,Manual,Second Owner,Hyundai
8205,2014,250999.0,30000,Petrol,Manual,First Owner,Maruti
8207,2014,650000.0,60000,Petrol,Manual,First Owner,Honda
8208,2013,550000.0,133000,Diesel,Manual,First Owner,Tata
8209,2010,650000.0,160000,Diesel,Manual,First Owner,Toyota
8210,2013,800000.0,150000,Diesel,Manual,Second Owner,Mahindra
8211,2020,250999.0,30000,Petrol,Manual,First Owner,Maruti
8212,2013,170000.0,60000,Petrol,Manual,Second Owner,Maruti
8213,2013,250000.0,30000,Diesel,Manual,First Owner,Tata
8214,2014,312000.0,80000,Petrol,Manual,First Owner,Chevrolet
8215,2014,250000.0,20000,Petrol,Manual,First Owner,Maruti
8216,2013,200000.0,80000,Petrol,Manual,First Owner,Hyundai
8217,2016,670000.0,73000,Diesel,Manual,First Owner,Mahindra
8218,2017,270000.0,50000,Petrol,Manual,First Owner,Hyundai
8220,2018,630000.0,46000,Diesel,Manual,First Owner,Maruti
8221,2003,55599.0,36088,Petrol,Manual,First Owner,Maruti
8222,2018,400000.0,50000,Diesel,Manual,First Owner,Mahindra
8223,2014,420000.0,50000,Diesel,Manual,First Owner,Hyundai
8224,2018,764000.0,25000,Petrol,Manual,First Owner,Maruti
8225,2019,710000.0,30000,Diesel,Manual,First Owner,Mahindra
8227,2018,1050000.0,13000,Diesel,Manual,First Owner,Others
8228,2019,1000000.0,15000,Petrol,Manual,First Owner,Maruti
8229,2017,650000.0,44000,Diesel,Manual,First Owner,Maruti
8230,2015,600000.0,63000,Diesel,Manual,First Owner,Ford
8231,2016,509999.0,110000,Diesel,Manual,First Owner,Mahindra
8232,2017,610000.0,14000,Petrol,Manual,First Owner,Hyundai
8233,2017,310000.0,35000,Petrol,Manual,First Owner,Maruti
8234,2016,720000.0,35000,Diesel,Manual,First Owner,Mahindra
8235,2012,158000.0,110000,Diesel,Manual,Second Owner,Tata
8236,2011,175000.0,85700,Diesel,Manual,Second Owner,Tata
8237,2010,217000.0,120000,Diesel,Manual,First Owner,Maruti
8238,2013,484999.0,50000,Diesel,Manual,First Owner,Honda
8239,2012,315000.0,100000,Diesel,Manual,First Owner,Toyota
8240,2016,550000.0,35000,Diesel,Manual,First Owner,Hyundai
8241,2012,280000.0,70000,Petrol,Manual,Second Owner,Maruti
8242,2013,350000.0,90000,Petrol,Manual,First Owner,Ford
8243,2017,1150000.0,42000,Diesel,Manual,Second Owner,Mahindra
8244,2016,420000.0,30000,Petrol,Manual,Second Owner,Hyundai
8245,2017,810000.0,80000,Petrol,Manual,First Owner,Maruti
8246,2011,290000.0,90000,Petrol,Manual,Others,Hyundai
8247,2012,180000.0,60000,Petrol,Manual,First Owner,Chevrolet
8248,2010,160000.0,162000,Petrol,Manual,First Owner,Maruti
8249,2017,66000.0,70000,Petrol,Manual,Others,Tata
8250,2015,369000.0,20000,Petrol,Manual,Second Owner,Maruti
8251,2012,300000.0,80000,Diesel,Manual,Second Owner,Tata
8252,2008,350000.0,90000,Diesel,Manual,First Owner,Mahindra
8253,2008,220000.0,120000,Petrol,Automatic,Second Owner,Hyundai
8255,2009,221000.0,100000,Diesel,Manual,Second Owner,Maruti
8256,2017,400000.0,35000,Petrol,Manual,First Owner,Tata
8257,2004,250000.0,120000,Petrol,Manual,Second Owner,Toyota
8258,2011,390000.0,120000,Diesel,Manual,Others,Mahindra
8259,2012,190000.0,110000,Petrol,Manual,First Owner,Maruti
8260,2017,300000.0,60000,Petrol,Manual,First Owner,Renault
8261,2017,750000.0,27000,Diesel,Manual,First Owner,Hyundai
8262,2016,650000.0,50000,Diesel,Manual,First Owner,Maruti
8263,2018,635000.0,40000,Petrol,Manual,First Owner,Honda
8264,2013,520000.0,88000,Diesel,Manual,Second Owner,Hyundai
8266,2012,415000.0,80000,Diesel,Manual,Second Owner,Hyundai
8267,2019,700000.0,60000,Diesel,Manual,First Owner,Hyundai
8268,2017,484999.0,26000,Petrol,Manual,Second Owner,Maruti
8269,2007,120000.0,80000,Petrol,Manual,Second Owner,Ford
8270,2014,220000.0,60000,Petrol,Manual,Second Owner,Hyundai
8271,2014,320000.0,80000,Petrol,Manual,Second Owner,Hyundai
8272,2011,375000.0,90000,Diesel,Manual,Second Owner,Maruti
8273,2012,440000.0,80000,Diesel,Manual,Second Owner,Hyundai
8274,2019,550000.0,15000,Petrol,Automatic,First Owner,Hyundai
8275,2017,640000.0,35000,Diesel,Manual,Second Owner,Maruti
8276,2014,420000.0,120000,Diesel,Manual,First Owner,Toyota
8277,2016,330000.0,63000,Diesel,Manual,Others,Hyundai
8278,2019,800000.0,25000,Diesel,Manual,First Owner,Volkswagen
8279,2011,240000.0,64500,Petrol,Manual,First Owner,Maruti
8280,2016,360000.0,100000,Diesel,Manual,Second Owner,Mahindra
8281,2017,750000.0,40000,Diesel,Manual,First Owner,Hyundai
8282,2017,570000.0,15000,Petrol,Manual,Second Owner,Hyundai
8283,2015,450000.0,25000,Diesel,Manual,First Owner,Toyota
8284,2016,270000.0,82000,Petrol,Manual,Others,Maruti
8285,2012,459999.0,87000,Diesel,Manual,First Owner,Maruti
